row_id,Y
8202,4.199866395
9212,4.199866763
1827,4.199866574
2867,4.199866559
4038,4.199866624
333,4.199866725
5317,4.199866858
2803,4.199867033
10020,4.199866938
2617,4.199866955
1434,4.199866423
5961,4.199867189
6730,4.199867002
315,4.199867139
8022,4.199866449
8134,4.199866409
5275,4.199867125
6452,4.19986671
4015,4.199866944
3607,4.199866401
10029,4.199866479
8675,4.199866679
391,4.199866536
1387,4.199866797
2822,4.199866761
3446,4.199866856
6514,4.199866799
5353,4.199866494
6305,4.199866929
1899,4.199866813
7601,4.199866924
8624,4.199867147
8320,4.199866576
488,4.199866589
4802,4.199867103
10181,4.199866463
10253,4.199866895
7243,4.199866399
591,4.199866955
8422,4.199866495
100,4.199866677
10604,4.199866748
3905,4.199866567
4646,4.199866714
4706,4.199866499
770,4.199866516
7986,4.199866936
4982,4.199866663
9946,4.199866551
1752,4.199866866
8052,4.199866721
4572,4.199866515
2404,4.19986643
5795,4.199866922
7501,4.199866661
1362,4.199866821
9301,4.19986675
9134,4.199866688
924,4.199866646
4064,4.199866766
7696,4.199867094
3204,4.199866461
8174,4.199866425
9438,4.199866515
4369,4.199866626
10583,4.199866823
4210,4.199866917
8391,4.199867101
6497,4.199866331
7297,4.199866889
1388,4.199866889
2670,4.199866606
9768,4.199866467
3237,4.199866761
2510,4.199866786
4213,4.199866655
3652,4.199866646
5418,4.199866859
6395,4.199867025
1179,4.199866716
4103,4.199866574
8638,4.199866966
1175,4.199866942
5995,4.199866979
8741,4.199866755
9184,4.199866732
10216,4.199866817
8426,4.199866676
4410,4.199866676
1109,4.199866856
7666,4.199866484
165,4.199866875
5437,4.199866679
4109,4.199866855
9940,4.199866842
5605,4.199866942
3273,4.199866562
3239,4.199866823
1917,4.199866442
7630,4.199866397
5803,4.199866899
9637,4.199866874
4711,4.19986674
6326,4.199866907
1744,4.199866544
4997,4.199867042
9089,4.199867106
2240,4.199866867
9738,4.199866856
3268,4.199867014
8463,4.199866587
5351,4.199867019
9048,4.199866606
526,4.199866673
2177,4.199866969
817,4.19986685
3469,4.199866997
5686,4.19986688
8303,4.19986669
10463,4.199866861
6361,4.199866526
1609,4.199866931
3987,4.199866572
10304,4.199866691
121,4.199867056
2010,4.199866669
2325,4.199866874
9040,4.199867051
3813,4.19986655
4821,4.199866878
6228,4.199866984
7727,4.199866963
3490,4.199866915
8706,4.199867137
1583,4.199866873
818,4.199866958
10128,4.199866888
5763,4.199867071
6099,4.199866762
8714,4.19986637
5766,4.199866727
3932,4.199866811
7082,4.199866839
1770,4.199866726
82,4.199866825
800,4.199866397
8879,4.199866541
10250,4.199866619
9549,4.199866881
5639,4.199866716
760,4.199867104
2023,4.199866915
4660,4.199866764
244,4.199866905
487,4.199866619
361,4.199866835
5880,4.19986681
2899,4.199867125
2258,4.199866542
3140,4.19986704
7841,4.199866519
10190,4.199866826
4424,4.199866862
10398,4.199866476
1486,4.199866944
9499,4.199866638
4911,4.199866961
4603,4.199866887
2909,4.199866818
10740,4.199866389
9440,4.199866889
3019,4.199866867
7513,4.19986679
3950,4.199866494
1808,4.19986651
8936,4.199866504
8863,4.199866821
8535,4.199866995
7550,4.199866996
228,4.199866853
2311,4.199866751
609,4.199866666
1591,4.199866691
3541,4.199867004
5637,4.19986632
2338,4.19986693
9763,4.199866785
1862,4.199866507
841,4.199866722
7270,4.199866831
9586,4.199866766
1675,4.199866634
7032,4.1998665
3613,4.199866911
4934,4.199866464
3218,4.199866777
4649,4.199866986
9922,4.19986706
601,4.19986669
4484,4.199866479
8051,4.199866812
10665,4.19986711
366,4.1998668
3968,4.199867042
4871,4.199866566
278,4.199866983
8911,4.199866611
8071,4.199866886
6141,4.199866442
2526,4.199866858
8938,4.199866866
2398,4.199866424
10445,4.19986649
5381,4.199866822
9348,4.199866537
3141,4.199866975
7492,4.199866808
2837,4.199866551
6724,4.199866574
2612,4.199866471
5907,4.199866796
1023,4.199866764
7026,4.199866389
441,4.199866705
465,4.199866801
4730,4.199866748
3170,4.199866847
2104,4.199866565
9592,4.199866399
6590,4.199866606
5438,4.199866801
6540,4.199866451
4408,4.199866509
3473,4.199866959
1080,4.199866961
5842,4.199866988
3875,4.199866609
5863,4.199866921
10615,4.199866524
9463,4.199867014
3199,4.199866871
4929,4.199866564
9339,4.199866806
4703,4.199866784
10642,4.199866747
3456,4.199866542
9524,4.199867112
914,4.199866565
4716,4.199867047
1732,4.199866975
3612,4.199866784
1652,4.199866858
10585,4.199866745
7307,4.199866572
7452,4.199866738
3389,4.199866942
1549,4.199866701
6045,4.199866705
8874,4.199866818
2865,4.199866813
6512,4.199866634
2074,4.199866887
1529,4.199866358
276,4.199866991
6097,4.199866883
10663,4.199866424
6038,4.199866564
9498,4.199866985
4098,4.199866945
6321,4.19986693
3769,4.199866842
697,4.199866586
5525,4.199867016
5722,4.199867002
3234,4.19986678
7657,4.199866995
1889,4.199866498
3310,4.199866479
548,4.199866995
1865,4.199866864
10568,4.199866634
8880,4.199867009
10294,4.199866587
1612,4.199866436
6708,4.199866721
7872,4.19986714
10584,4.199867071
3145,4.199866751
5736,4.199866959
107,4.199866861
4843,4.199866606
3269,4.199866494
6030,4.199866976
6496,4.199866763
467,4.199867069
5740,4.199867083
3493,4.199867013
8086,4.199866841
3385,4.199866814
1253,4.199866981
7833,4.199866812
2631,4.199866436
5053,4.199866515
2207,4.199866515
7223,4.199866805
10481,4.19986695
578,4.199866862
8220,4.199866591
4318,4.199866904
8398,4.199866556
4266,4.199866607
10012,4.199867128
5335,4.199866451
232,4.199866984
2708,4.199867061
8298,4.19986637
9986,4.199866714
4242,4.199867169
834,4.19986669
1072,4.199866556
9084,4.199867259
2084,4.199866602
1115,4.199866454
10711,4.199866979
6610,4.199866955
9475,4.199867134
5906,4.19986684
8240,4.199866936
565,4.19986658
9245,4.199866991
9642,4.199866925
8582,4.199866588
8912,4.199867218
8779,4.199866458
187,4.199866963
5118,4.199866737
826,4.199866745
3684,4.199866724
7444,4.199866555
3559,4.199867052
7767,4.199866783
5885,4.199866822
9808,4.199866933
10450,4.199866423
2088,4.199866976
10477,4.199866649
1291,4.199866812
9223,4.199866826
2957,4.199866547
7071,4.199866617
4237,4.199866738
9505,4.199866467
4267,4.19986679
5928,4.199866467
77,4.199866956
9926,4.199866606
6506,4.199866754
7045,4.199866524
2742,4.199866555
893,4.199866682
999,4.199866917
3245,4.199867061
10758,4.199866968
2802,4.199866345
8666,4.199866627
1724,4.19986688
7830,4.19986671
880,4.199866974
7568,4.19986711
3423,4.199866854
1914,4.199866401
3254,4.199867111
3453,4.199866516
3609,4.199866902
4340,4.199866682
4943,4.199866446
4091,4.199867047
8774,4.199866451
4169,4.199866673
5876,4.199866973
5190,4.199866566
6414,4.199866984
1245,4.199866424
6592,4.199867115
3291,4.19986659
8634,4.199866566
8558,4.199866885
2624,4.199866726
81,4.199867134
7895,4.199866674
992,4.1998665
4351,4.199866862
672,4.199866737
2378,4.199866998
5427,4.199866569
2965,4.199866944
10064,4.199866935
2247,4.199867
5311,4.199866757
6532,4.19986658
6970,4.199866605
9832,4.199866796
8498,4.199866662
966,4.199866787
3013,4.199866929
1852,4.199866829
3121,4.199866797
2715,4.199866717
7113,4.199866898
5021,4.199866901
6964,4.199866389
8203,4.199866748
4701,4.199866717
3001,4.199867044
1803,4.199866495
8121,4.199866827
10714,4.199866716
8000,4.199867024
9796,4.19986652
6789,4.199866588
2997,4.199866892
5333,4.199866716
10275,4.199866704
2299,4.199866576
2332,4.199866565
10756,4.199866689
1212,4.199866725
4189,4.199866908
2340,4.199866389
2198,4.199866434
7491,4.199866826
8782,4.199866764
2975,4.199866752
9326,4.199866716
10607,4.199866843
1496,4.199866817
9880,4.199867031
8704,4.199867001
2301,4.199866479
7348,4.199866401
7585,4.199867125
4148,4.199866904
2267,4.199867086
5592,4.199866331
5207,4.199866479
2998,4.199866948
8750,4.199866806
6024,4.199866816
9061,4.199866911
720,4.199866787
7978,4.199866681
2489,4.199866436
1594,4.199866745
6131,4.199866886
7299,4.199867066
7523,4.199866546
3348,4.199866972
9716,4.199866493
1773,4.199866438
979,4.19986643
4200,4.199866708
2725,4.199866665
863,4.199866838
6202,4.199866968
4659,4.199866878
5936,4.199867156
6697,4.19986694
1068,4.199866996
3397,4.199866732
6238,4.199866552
2027,4.199866445
4578,4.199866767
6037,4.199866919
7179,4.199866613
6960,4.199866966
7599,4.199866853
6581,4.19986643
5293,4.199866613
10297,4.199866869
3410,4.199867062
2727,4.199866664
8418,4.199866616
4923,4.199866699
3109,4.199866686
558,4.199866641
8809,4.199866774
4758,4.199866493
3112,4.199866762
2300,4.199866479
3933,4.199866753
9450,4.199866695
8444,4.199866935
1188,4.199866487
6739,4.199866668
5175,4.199866836
1141,4.199866655
4386,4.199866775
9398,4.199866604
10574,4.199866389
1933,4.199866494
3856,4.199866534
3553,4.199866544
498,4.199866741
8804,4.199866697
66,4.199866601
1090,4.199866708
2766,4.199867126
7861,4.199866897
1264,4.199866611
40,4.199866316
1131,4.199867029
1466,4.199866834
7420,4.199866583
8370,4.199866684
10690,4.19986657
9114,4.199866875
362,4.199866824
6056,4.199866644
5277,4.199866836
4322,4.199866533
1810,4.199866682
4441,4.199866891
9908,4.199866452
5899,4.199866495
785,4.199866748
3744,4.199866795
4046,4.199866895
7569,4.199867006
5872,4.199866879
2840,4.199867013
1867,4.199866869
7489,4.199867077
2039,4.199866581
14,4.199866951
2546,4.199866696
10389,4.19986699
3947,4.199866728
5597,4.199866796
2959,4.19986699
9059,4.199866728
10327,4.199866974
477,4.199866874
93,4.199866495
5035,4.199866853
176,4.199866654
1448,4.199866836
1641,4.199867131
1018,4.199866834
1754,4.199866547
8327,4.199867043
8784,4.199866932
1547,4.199867006
3680,4.199866712
4288,4.199866618
1120,4.199867009
9585,4.199866878
716,4.199866977
9073,4.199866658
10575,4.199866641
9080,4.199867033
6222,4.199866786
10582,4.199867025
9479,4.199866518
5519,4.199866744
3829,4.199866602
10006,4.199866911
7478,4.199866911
10148,4.199866746
2205,4.199866871
6558,4.199866682
7008,4.199866668
1632,4.199866705
10641,4.199866844
8132,4.199866656
5167,4.199866969
9621,4.199867114
10341,4.199866445
7273,4.199866557
6280,4.199866647
1731,4.199866885
6077,4.199866885
687,4.199867075
7079,4.199866749
1979,4.199866598
4024,4.199866971
794,4.199866493
5144,4.199866838
4989,4.199866956
5630,4.199866965
918,4.199866912
9290,4.199866679
4673,4.199866672
815,4.199866575
3438,4.199867139
1287,4.199866984
4183,4.19986686
7756,4.199866511
5826,4.199866679
10683,4.199866565
7126,4.199866637
6997,4.199867018
3873,4.199867046
2389,4.199866907
3022,4.199866413
3083,4.199866979
6782,4.199866688
3230,4.199866848
2854,4.199866993
8423,4.199867117
10454,4.199867084
8995,4.199867169
8972,4.199866856
10324,4.199866914
24,4.199867134
782,4.199866828
6065,4.199867134
1922,4.199866848
2941,4.199866735
3,4.199866954
3139,4.199866903
9194,4.199866562
8198,4.199866757
7325,4.19986643
8974,4.199867108
3402,4.199866955
3563,4.199866998
6136,4.199866911
3056,4.199866539
2444,4.199866831
797,4.199866695
3924,4.199866927
9338,4.199866983
9078,4.199866316
7953,4.199866825
4217,4.199866831
2744,4.199866755
6102,4.199867005
3565,4.199866759
9217,4.199866685
5279,4.199866836
5811,4.199866812
7514,4.199866735
1657,4.199866734
7162,4.199866868
5203,4.199866807
6281,4.199866564
4147,4.199866692
10017,4.199866757
7699,4.199866714
7024,4.199866548
3638,4.199866544
1705,4.19986666
1393,4.19986689
5567,4.199866979
7512,4.199866461
7616,4.199866455
7063,4.199866685
8083,4.199867116
221,4.199866612
1578,4.199866805
5287,4.199866921
1124,4.199866902
4099,4.199866461
6971,4.199866855
5189,4.199867158
6925,4.199866834
1107,4.199867214
7487,4.199866595
5884,4.199866542
9079,4.199866598
4380,4.199866957
1822,4.19986652
6388,4.199866405
5679,4.199866483
7593,4.199866847
8401,4.199866957
4531,4.19986699
7660,4.199866962
7340,4.199866438
9708,4.199866969
4356,4.199867014
10506,4.199866962
3929,4.199866429
4299,4.199866526
2225,4.199866506
7573,4.199866868
3595,4.199866884
2530,4.199866673
7209,4.199866539
2001,4.199866955
1802,4.199866953
3023,4.199866484
8189,4.199866395
5965,4.199866401
8485,4.19986671
2391,4.199866578
7403,4.199866789
2845,4.19986689
2296,4.199866741
6707,4.199866774
5548,4.199866417
4505,4.199866868
2375,4.199866691
6029,4.199866956
7147,4.199866751
3457,4.199866981
619,4.199866686
5527,4.199867017
10240,4.199866566
4197,4.199866927
5453,4.199866711
2754,4.199867077
5370,4.199866902
6845,4.199866868
8970,4.199866442
9170,4.19986637
4511,4.199866808
4072,4.199866681
1800,4.199867127
1378,4.199866566
813,4.199866827
6522,4.199866405
10554,4.19986689
7102,4.199867131
7031,4.199866957
9752,4.199866879
3401,4.199866606
10179,4.199867006
8555,4.199866873
2787,4.199866417
1700,4.199866713
6785,4.199866548
3869,4.199866983
3386,4.199866646
7449,4.199866717
4805,4.199866438
6301,4.199866454
4434,4.199866982
5354,4.199866865
6194,4.199866969
5006,4.199866454
258,4.199866483
3516,4.199867036
7069,4.199866446
1363,4.199866709
4812,4.199866736
2777,4.199866442
8215,4.199866855
7997,4.19986686
6086,4.199866779
2578,4.19986666
1828,4.199866643
3264,4.199866792
4114,4.199866358
7904,4.199866739
7683,4.199866981
8601,4.199866926
5919,4.199866686
3039,4.199866458
10832,4.199866515
9186,4.199867151
3271,4.199866528
7879,4.199867034
7093,4.199866843
9081,4.19986683
7254,4.199866691
4732,4.199866661
8745,4.199866929
8255,4.199866942
9093,4.199866677
9923,4.199866779
1875,4.199867116
1626,4.19986661
4671,4.199866937
181,4.199866937
4925,4.19986673
4345,4.199866538
7619,4.199866584
10461,4.199866842
9424,4.199866962
10086,4.19986697
10114,4.199866399
10730,4.199866606
9628,4.199866687
7497,4.199866572
7784,4.19986681
8185,4.199866852
3602,4.199866818
2000,4.199867105
2457,4.199866349
3581,4.199866836
8853,4.199866539
8315,4.1998671
3153,4.199866533
94,4.199866395
6957,4.199866897
2140,4.199866578
4310,4.199866489
4096,4.199866986
139,4.199867131
665,4.199866761
2665,4.199866513
762,4.199866912
297,4.199866705
3047,4.199866812
1708,4.199866958
9478,4.199866884
4277,4.199867165
9050,4.199867009
7192,4.199866721
9523,4.199866892
4033,4.199866704
9379,4.199866923
9144,4.199866914
8715,4.199866896
728,4.199866572
1502,4.199867016
727,4.199866932
10719,4.199867234
6577,4.199866838
8472,4.199866649
3203,4.199866539
3071,4.199866643
9765,4.199866464
4208,4.199866885
5701,4.199867007
2823,4.199866484
625,4.199866422
1191,4.199866976
9305,4.199867095
6081,4.199866636
8427,4.199867095
795,4.199866997
5440,4.199866988
1328,4.1998665
10509,4.199866928
6068,4.199866915
4959,4.199866953
5659,4.19986659
6784,4.199867001
5960,4.199866886
5149,4.199866892
2284,4.199866913
5760,4.199866762
9244,4.19986658
4215,4.199866422
8484,4.199866473
3867,4.199866425
4764,4.199866848
3925,4.199866982
8383,4.199866874
10268,4.19986637
6048,4.199866466
6989,4.199866595
1690,4.199867064
2484,4.199866728
10238,4.199866454
6284,4.199866989
9064,4.199866977
10689,4.199866641
7365,4.199867027
8010,4.199866572
1207,4.199866499
3082,4.199866483
4152,4.199866395
5425,4.199867135
6772,4.199866959
6601,4.199866962
5946,4.19986649
7597,4.199866574
6500,4.199866722
7127,4.199866792
7355,4.199866556
3158,4.19986653
4341,4.199866543
17,4.199866849
6764,4.199866904
6049,4.199867011
8960,4.199866553
8838,4.19986709
2887,4.199866863
2317,4.199866739
2235,4.199866489
1753,4.199866944
8604,4.199867073
9517,4.199866845
9356,4.199867084
3420,4.199866587
9518,4.199866777
4702,4.199866622
1343,4.199866892
1823,4.19986685
1473,4.199866794
3648,4.199866813
5550,4.199867121
1081,4.199866809
1500,4.199866699
4397,4.199866517
533,4.199866896
10827,4.199867034
5733,4.199866554
9988,4.199867004
8746,4.199866614
4159,4.199866381
2592,4.199866341
7198,4.199866658
8,4.199866889
6264,4.19986663
2652,4.199866513
7731,4.199866858
2250,4.199866594
705,4.199866911
7473,4.199866868
4724,4.199866707
1625,4.199866644
6621,4.199866781
4483,4.199866834
2221,4.199866401
3988,4.199866897
4355,4.199866451
10315,4.199866986
1639,4.199866462
986,4.199866828
2170,4.199867071
209,4.199867058
195,4.199866783
3894,4.199866514
9633,4.199866851
1595,4.199866438
6115,4.199866655
6072,4.199866754
511,4.199866982
9754,4.199866844
5339,4.199866704
8665,4.199866888
7801,4.199866837
2868,4.199866707
4336,4.199866676
3633,4.199866515
9426,4.19986699
4239,4.1998664
4309,4.199866777
3614,4.199866931
6477,4.19986676
7320,4.199866875
8449,4.199866995
9354,4.199866438
6125,4.199866515
423,4.199866757
7110,4.199866632
904,4.199866908
31,4.199866836
10549,4.199867071
7705,4.199866966
10212,4.199866886
1651,4.199866701
3506,4.199866446
3157,4.199866742
4474,4.199866725
6013,4.199866701
2060,4.199866469
799,4.199866969
8406,4.199866851
4276,4.199867019
6541,4.199866978
4885,4.199866635
8029,4.199867092
10512,4.199866711
2656,4.199866937
345,4.199866497
97,4.1998669
2604,4.19986637
1812,4.199866493
9897,4.199866573
9638,4.19986637
4709,4.199866645
8773,4.199866697
9599,4.19986691
10096,4.199866711
1147,4.199866671
3216,4.199866873
5332,4.19986676
6311,4.199866683
3545,4.199866592
400,4.199867043
674,4.199866986
764,4.199866493
5077,4.199866548
2893,4.199866683
2044,4.199866511
5900,4.199866582
2228,4.199866866
7178,4.199866515
5517,4.199866593
6572,4.199866534
1134,4.199866449
883,4.199866384
7236,4.199866566
7498,4.199866947
6346,4.199866825
10286,4.199866487
2693,4.199866742
6698,4.199866436
1679,4.199866499
3683,4.19986671
7431,4.199867
9494,4.199866506
607,4.199867149
3177,4.199866772
2682,4.199866574
2331,4.199866721
10045,4.199866887
2790,4.199867081
6715,4.199866476
5590,4.199866824
7889,4.199866316
1119,4.199866702
4232,4.199866464
582,4.199866592
96,4.199867139
3980,4.199866535
2597,4.199867139
3570,4.199866873
2190,4.199866381
9248,4.199867011
3537,4.199866566
1221,4.199866501
7623,4.199866446
8538,4.199866424
89,4.199866483
2672,4.199866677
5324,4.199866708
6084,4.199866928
2654,4.199866633
5346,4.199866939
1085,4.199866748
6003,4.199866585
5476,4.199866836
9451,4.199867157
5355,4.199866766
459,4.199866877
6705,4.199866331
6848,4.199866983
1174,4.19986706
10779,4.199866682
5621,4.199866755
8413,4.199866916
2901,4.19986684
379,4.199866947
9799,4.199866435
2172,4.19986658
8479,4.199866982
489,4.199866454
8772,4.19986667
8307,4.199866889
3061,4.199866828
5212,4.199867076
748,4.199866682
2979,4.19986682
4903,4.199866535
8511,4.199866574
5667,4.199866839
3808,4.199866986
8703,4.199866808
1020,4.199866693
9202,4.199866848
2898,4.199866423
2216,4.199866673
1876,4.199866817
6774,4.199866716
3233,4.199866534
3003,4.199866746
2846,4.199866666
5623,4.199867091
1857,4.19986687
3313,4.19986692
4085,4.199866816
6010,4.19986664
9833,4.199866945
1561,4.199866977
2386,4.199866815
88,4.199866932
1598,4.199866915
4472,4.199866471
6384,4.199866858
10444,4.199866947
8792,4.199867076
515,4.199866633
4102,4.199866589
3699,4.199866684
1873,4.19986681
1565,4.199867065
9787,4.199866964
2319,4.199866737
6608,4.199867125
3766,4.19986697
5257,4.199866944
3818,4.199867001
303,4.199867023
2181,4.199866622
8273,4.199866594
8284,4.199867067
1525,4.199866887
3669,4.199866487
1275,4.199866574
7007,4.199866877
1404,4.199866601
9251,4.19986683
74,4.199866914
4670,4.199866543
3049,4.199866536
6583,4.199866631
6323,4.199866707
9837,4.199866689
9627,4.199866613
8256,4.199866587
10301,4.199866356
8632,4.199866424
8625,4.19986671
6646,4.199866637
3166,4.19986684
553,4.199866702
2233,4.199866729
5523,4.1998668
1248,4.19986672
1192,4.199866848
5814,4.199867134
3604,4.199866914
6494,4.199867146
7846,4.199866752
420,4.199866834
4391,4.19986643
9809,4.199866931
412,4.19986674
3686,4.199866894
104,4.199866596
8764,4.199867189
1481,4.199866687
9150,4.199866999
1383,4.199866713
8180,4.199866984
8125,4.199866434
7766,4.199866914
259,4.199866559
10436,4.199866466
1262,4.199866618
461,4.199866857
6306,4.199866957
1551,4.199866714
8640,4.199866945
8841,4.199866614
752,4.199866874
10018,4.199867187
4751,4.199866473
1850,4.199866442
10405,4.199866947
19,4.199866835
7240,4.199866965
9608,4.199866824
8249,4.199866458
6823,4.199866617
1118,4.199866461
5237,4.199866862
9400,4.19986679
1508,4.199866401
9365,4.199866822
7295,4.199866901
10416,4.199866871
4569,4.199866961
9457,4.19986666
1380,4.199866689
4617,4.199866858
7533,4.199866819
1227,4.199866446
6776,4.199866536
2119,4.199866649
7936,4.199866961
3182,4.199866727
6837,4.199866428
885,4.199866389
9361,4.19986683
7708,4.199866779
9801,4.199866833
6315,4.199866913
10742,4.199866425
8265,4.199866729
3322,4.199867006
4786,4.199866967
1847,4.199866504
2210,4.199867009
5057,4.199866907
6737,4.199866818
1097,4.199866571
1150,4.199866828
4757,4.199866539
1319,4.199866759
8460,4.19986664
6012,4.199866868
108,4.199866553
9838,4.199866585
6004,4.199866376
9998,4.199866536
1414,4.199866525
9859,4.199866956
6316,4.199866973
6907,4.199866718
3695,4.199866789
342,4.199866925
